제목1,제목2,seq_score
(5/29마감) 춘천시청년청 청년정책LAB 제3기 청년연구활동가 모집 홍보 안내,춘천시청년청 청년정책LAB 제3기 청년연구활동가 모집 홍보 안내,0.9210526315789472
[안내]2016년 월드프렌즈 청년봉사단 32기 단원 모집,2016학년도 월드프렌즈 청년봉사단 32기 단원 모집,0.9310344827586208
2022학년도 미래융합가상학과·연계전공 연장 허가 및 폐지 공고,2022학년도 미래융합가상학과 및 연계전공 연장허가 공고,0.8615384615384616
2014학년도 2학기 충남대학교 교류수학 안내,2014학년도 2학기 한국교원대학교 교류수학 안내,0.8846153846153846
2014학년도 충북대학교 동계 계절학기 수학 안내,2013학년도 전북대학교 하계 계절학기 수학 안내,0.8888888888888888
"2024 강원대학교 대학교수,학습 혁신에 관한 설문조사 안내(학생)",「2024 강원대학교 대학 교수·학습 혁신에 관한 설문조사」 안내,0.9552238805970148
﻿2021학년도 하계 계절수업（단기해외어학연수） 학점인정 신청 안내,2021학년도 하계 계절수업 해외어학연수 학점인정 신청 안내-3.31,0.9142857142857144
2018학년도 2학기 경상대학교 교류 수학 안내,2018학년도 2학기 부산대학교 교류 수학 안내,0.9230769230769232
2022학년도 후기 일반대학원  조경학과 신입생(정원내) 모집,2022학년도 후기 일반대학원 신입생(정원내) 모집 안내,0.8666666666666667
2021년 헌혈우수자 장학생 선발 안내,2021년 헌혈우수자 장학생 선발 안내-11.3.수까지,0.875
2022년 11월 4주(1차) 추천 채용 정보 안내,2022년 11월 3주(2차) 추천 채용 정보 안내,0.9230769230769232
(4/24마감) 청년친화형 기업 ESG 지원 사업 'Remote Internship' 프로그램 신청 재안내(기간 연장),청년친화형 기업 ESG 지원 사업 'Remote Internship' 프로그램 신청 재안내(기간 연장),0.9464285714285714
2020-2학기 지역사랑장학금 장학생 추가선발 안내,2020-2학기 지역사랑장학금 추가선발 안내,0.92
2024학년도 겨울 계절수업 충남대학교 교류수학 안내,2024학년도 겨울 계절수업 동국대학교 교류수학 안내,0.9310344827586208
